"","x"
"2903","69911:185"
"2904","69911:186"
"2905","69911:190"
"2906","69917:113"
"2907","69917:194"
"2908","69951:30"
"2909","69951:41"
"2910","69978:159"
"2911","69984:40"
"2912","69990:150"
"2913","69992:14"
"2914","70018:192"
"2915","70049:83"
"2916","70049:90"
"2917","70049:116"
"2918","70101:182"
"2919","70138:107"
"2920","70142:182"
"2921","70152:182"
"2922","70152:184"
"2923","70183:36"
"2924","70183:54"
"2925","70183:99"
"2926","70202:114"
"2927","70202:143"
"2928","70202:147"
"2929","70202:191"
"2930","70202:202"
"2931","70202:206"
"2932","70202:208"
"2933","70285:183"
"2934","70316:191"
"2935","70342:217"
"2936","70421:30"
"2937","70421:119"
"2938","70421:151"
"2939","70421:191"
"2940","70421:193"
"2941","70517:132"
"2942","70577:42"
"2943","70579:9"
"2944","70582:91"
"2945","70647:33"
"2946","70745:15"
"2947","70894:70"
"2948","70894:84"
"2949","70894:151"
"2950","71024:151"
"2951","71034:245"
"2952","71055:223"
"2953","71070:6"
"2954","71079:247"
"2955","71105:80"
"2956","71105:188"
"2957","71130:131"
"2958","71147:87"
"2959","71147:187"
"2960","71230:128"
"2961","71237:180"
"2962","71416:7"
"2963","71416:61"
"2964","71416:136"
"2965","71528:67"
"2966","71528:137"
"2967","71580:74"
"2968","71580:125"
"2969","71635:146"
"2970","71644:6"
"2971","71644:227"
"2972","71677:143"
"2973","71712:132"
"2974","71712:202"
"2975","71716:79"
"2976","71716:122"
"2977","71778:28"
"2978","71847:148"
"2979","71946:201"
"2980","71962:21"
"2981","71962:50"
"2982","72013:91"
"2983","72074:68"
"2984","72162:30"
"2985","72162:186"
"2986","72164:208"
"2987","72165:31"
"2988","72165:44"
"2989","72165:133"
"2990","72165:160"
"2991","72183:34"
"2992","72471:145"
"2993","72714:176"
"2994","72894:151"
"2995","72973:245"
"2996","73002:129"
"2997","73002:165"
"2998","73006:234"
"2999","73014:72"
"3000","73129:145"
"3001","73181:33"
"3002","73181:129"
"3003","73295:37"
"3004","73295:41"
"3005","73295:64"
"3006","73680:102"
"3007","73848:121"
"3008","73848:155"
"3009","73848:156"
"3010","73848:172"
"3011","73905:210"
"3012","73967:56"
"3013","74063:191"
"3014","74094:5"
"3015","74094:6"
"3016","74094:9"
"3017","74094:119"
"3018","74094:166"
"3019","74094:170"
"3020","74127:162"
"3021","74127:184"
"3022","74180:120"
"3023","74216:80"
"3024","74311:165"
"3025","74334:71"
"3026","74375:151"
"3027","74375:177"
"3028","74471:194"
"3029","74495:207"
"3030","74498:84"
"3031","74544:164"
"3032","74544:176"
"3033","74570:139"
"3034","74666:163"
"3035","74688:213"
"3036","74747:23"
"3037","74747:106"
"3038","75219:186"
"3039","75246:162"
"3040","75375:201"
"3041","75485:168"
"3042","75485:246"
"3043","75533:191"
"3044","75554:114"
"3045","75863:190"
"3046","75876:22"
"3047","75876:23"
"3048","75908:157"
"3049","75908:165"
"3050","75929:88"
"3051","75967:153"
"3052","76030:259"
"3053","76126:19"
"3054","76126:148"
"3055","76126:174"
"3056","76358:44"
"3057","76528:228"
"3058","76756:25"
"3059","76896:195"
"3060","76912:72"
"3061","77033:179"
"3062","77043:122"
"3063","77298:21"
"3064","77298:75"
"3065","77298:106"
"3066","77298:152"
"3067","77298:183"
"3068","77408:210"
"3069","77412:6"
"3070","77412:29"
"3071","77412:81"
"3072","77439:164"
"3073","77449:43"
"3074","77491:58"
"3075","77494:171"
"3076","77638:56"
"3077","77638:137"
"3078","77638:189"
"3079","77638:206"
"3080","77685:139"
"3081","77685:153"
"3082","77757:88"
"3083","77796:210"
"3084","77840:199"
"3085","77840:204"
"3086","77987:104"
"3087","78289:220"
"3088","78497:100"
"3089","78551:208"
"3090","78639:181"
"3091","78839:172"
"3092","78839:182"
"3093","78944:72"
"3094","78944:93"
"3095","78994:97"
"3096","79058:65"
"3097","79058:98"
"3098","79058:184"
"3099","79058:210"
"3100","79058:237"
"3101","79102:128"
"3102","79170:120"
"3103","79247:66"
"3104","79297:78"
"3105","79316:238"
"3106","79327:21"
"3107","79458:200"
"3108","79502:219"
"3109","79616:236"
"3110","79798:65"
"3111","79897:119"
"3112","80141:126"
"3113","80159:168"
"3114","80226:27"
"3115","80226:85"
"3116","80226:86"
"3117","80481:36"
"3118","80579:137"
"3119","80579:144"
"3120","80648:45"
"3121","80648:107"
"3122","80648:149"
"3123","80648:160"
"3124","80648:162"
"3125","80648:177"
"3126","80648:203"
"3127","80648:210"
"3128","80648:211"
"3129","81108:21"
"3130","81108:161"
"3131","81335:67"
"3132","81335:101"
"3133","81362:121"
"3134","81362:154"
"3135","81424:115"
"3136","81577:82"
"3137","81605:64"
"3138","81605:114"
"3139","81605:210"
"3140","81635:168"
"3141","81800:102"
"3142","81822:27"
"3143","81822:81"
"3144","82017:208"
"3145","82082:71"
"3146","82097:158"
"3147","82105:197"
"3148","82146:209"
"3149","82164:164"
"3150","82167:143"
"3151","82179:39"
"3152","82253:9"
"3153","82253:246"
"3154","82364:203"
"3155","82364:209"
"3156","82608:63"
"3157","82608:171"
"3158","82613:198"
"3159","82682:31"
"3160","82682:101"
"3161","82682:150"
"3162","82797:154"
"3163","82837:88"
"3164","82837:92"
"3165","82837:150"
"3166","82837:157"
"3167","82837:172"
"3168","82915:115"
"3169","82988:97"
"3170","82999:183"
"3171","83084:150"
"3172","83084:151"
"3173","83084:203"
"3174","83153:61"
"3175","83306:120"
"3176","83330:5"
"3177","83330:31"
"3178","83330:150"
"3179","83383:155"
"3180","85441:126"
"3181","85557:28"
"3182","86071:141"
"3183","87677:161"
"3184","88484:25"
"3185","88484:112"
"3186","89285:135"
"3187","90149:161"
"3188","90774:38"
"3189","90774:52"
"3190","90774:138"
"3191","91147:50"
"3192","91147:91"
"3193","91147:153"
"3194","91943:176"
"3195","92596:8"
"3196","92596:20"
"3197","94283:52"
"3198","94283:100"
"3199","94283:123"
"3200","94283:159"
"3201","94283:185"
"3202","95267:71"
"3203","95267:204"
"3204","95267:218"
"3205","96055:55"
"3206","96123:7"
"3207","96123:34"
"3208","96123:138"
"3209","96123:172"
"3210","96326:19"
"3211","96522:98"
"3212","96991:21"
"3213","97413:106"
"3214","98664:73"
"3215","98664:79"
"3216","98664:99"
"3217","98664:130"
"3218","98664:137"
"3219","98847:244"
"3220","98855:195"
"3221","99120:223"
"3222","99895:93"
"3223","100627:16"
"3224","107411:196"
"3225","107411:223"
"3226","118814:117"
"3227","118814:139"
"3228","118952:112"
"3229","129199:140"
"3230","129199:141"
"3231","129199:168"
"3232","129199:181"
"3233","129199:221"
"3234","142266:105"
"3235","142646:14"
"3236","142646:94"
"3237","143934:30"
"3238","215339:5"
"3239","218596:148"
"3240","225900:105"
"3241","242522:167"
"3242","287023:56"
"3243","287023:80"
"3244","287023:83"
"3245","287023:97"
"3246","292594:178"
"3247","302871:305"
"3248","318806:119"
"3249","318806:132"
"3250","329888:423"
"3251","334672:15"
"3252","334672:47"
"3253","334672:153"
"3254","343434:175"
"3255","345673:37"
"3256","349952:56"
"3257","349952:109"
"3258","350112:129"
"3259","350112:196"
"3260","352447:55"
"3261","352447:103"
"3262","353172:9"
"3263","354171:80"
"3264","354812:28"
"3265","356488:58"
"3266","356488:89"
"3267","356972:159"
"3268","357181:109"
"3269","357181:111"
"3270","357232:12"
"3271","365224:61"
"3272","365224:119"
"3273","365224:138"
"3274","390668:103"
"3275","390857:95"
"3276","406558:119"
"3277","406558:158"
"3278","408375:177"
"3279","408375:211"
"3280","410515:24"
"3281","421166:85"
"3282","428359:136"
"3283","428368:34"
"3284","428368:158"
"3285","453927:158"
"3286","465884:153"
"3287","469310:51"
"3288","473374:9"
"3289","501035:49"
"3290","509299:150"
"3291","509400:118"
"3292","509400:119"
"3293","510182:112"
"3294","510182:173"
"3295","516959:191"
"3296","523327:105"
"3297","526880:110"
"3298","526880:158"
"3299","529116:47"
"3300","529167:108"
"3301","529167:173"
"3302","536267:63"
"3303","545196:64"
"3304","545196:89"
"3305","545196:98"
"3306","545196:110"
"3307","564490:95"
"3308","565196:143"
"3309","566276:193"
"3310","582159:41"
"3311","587611:67"
"3312","595901:107"
"3313","598916:97"
"3314","598989:156"
"3315","599504:101"
"3316","599504:200"
"3317","600437:104"
"3318","600437:125"
"3319","600736:21"
"3320","601219:67"
"3321","601219:88"
"3322","601397:123"
"3323","601659:36"
"3324","601659:37"
"3325","601659:139"
"3326","602207:126"
"3327","604109:92"
"3328","604120:137"
"3329","604170:105"
"3330","604284:59"
"3331","604284:73"
"3332","604647:170"
"3333","605043:45"
"3334","605043:64"
"3335","605043:180"
"3336","605081:53"
"3337","605081:74"
"3338","605176:90"
"3339","611185:95"
"3340","611759:108"
"3341","615531:152"
"3342","616854:158"
"3343","616854:163"
"3344","617196:86"
"3345","618600:84"
"3346","618600:105"
"3347","623176:29"
"3348","623176:153"
"3349","623987:37"
"3350","623987:38"
"3351","623987:105"
"3352","625119:118"
"3353","625119:130"
"3354","625449:150"
"3355","627035:39"
"3356","630956:111"
"3357","631177:88"
"3358","631177:147"
"3359","631775:112"
"3360","632119:27"
"3361","632209:156"
"3362","634942:154"
"3363","635869:97"
"3364","636868:58"
"3365","636868:87"
"3366","636868:99"
"3367","637030:32"
"3368","637030:91"
"3369","638894:66"
"3370","638894:145"
"3371","652174:156"
"3372","652174:167"
"3373","659070:36"
"3374","664492:112"
"3375","664492:165"
"3376","670444:214"
"3377","672808:54"
"3378","672808:118"
"3379","672808:141"
"3380","672808:142"
"3381","674277:68"
"3382","674379:94"
"3383","674645:185"
"3384","679022:10"
"3385","684825:131"
"3386","693077:64"
"3387","693238:67"
"3388","693238:68"
"3389","693238:95"
"3390","695497:19"
"3391","695497:166"
"3392","695781:21"
"3393","696031:154"
"3394","700020:27"
"3395","715142:56"
"3396","715142:104"
"3397","715158:140"
"3398","715441:145"
"3399","715559:160"
"3400","715559:199"
"3401","715559:216"
"3402","715605:109"
"3403","715775:151"
"3404","715800:111"
"3405","715801:129"
"3406","715804:152"
"3407","715853:190"
"3408","716309:86"
"3409","716347:153"
"3410","716421:7"
"3411","716421:8"
"3412","716421:21"
"3413","716421:36"
"3414","716421:43"
"3415","717631:167"
"3416","720825:41"
"3417","720825:93"
"3418","720825:94"
"3419","722098:74"
"3420","722098:76"
"3421","722435:119"
"3422","724793:20"
"3423","728772:147"
"3424","729095:85"
"3425","731084:194"
"3426","734532:87"
"3427","734532:167"
"3428","734532:174"
"3429","735536:197"
"3430","738063:21"
"3431","738063:66"
"3432","738768:180"
"3433","738842:79"
"3434","741134:75"
"3435","741134:82"
"3436","741134:139"
"3437","742031:103"
"3438","752469:54"
"3439","752469:76"
"3440","763587:139"
"3441","764822:122"
"3442","765169:93"
"3443","769482:59"
"3444","769550:46"
"3445","770409:38"
"3446","770409:90"
"3447","771039:87"
"3448","771140:146"
"3449","771383:157"
"3450","778065:147"
"3451","778065:182"
"3452","785183:190"
"3453","787478:145"
"3454","787478:201"
"3455","787503:154"
"3456","788237:19"
"3457","788237:73"
"3458","788237:145"
"3459","789491:81"
"3460","790340:184"
"3461","790340:253"
"3462","790471:38"
"3463","790707:39"
"3464","790707:96"
"3465","791059:153"
"3466","791446:123"
"3467","791478:42"
"3468","791478:104"
"3469","791478:109"
"3470","791676:42"
"3471","791676:79"
"3472","791676:126"
"3473","791704:164"
"3474","791704:188"
"3475","791727:20"
"3476","791727:117"
"3477","791753:69"
"3478","791753:110"
"3479","792513:146"
"3480","793127:154"
"3481","793232:38"
"3482","793232:106"
"3483","795047:46"
"3484","795341:129"
"3485","795341:138"
"3486","795386:117"
"3487","796139:186"
"3488","796582:187"
"3489","797418:61"
"3490","797979:156"
"3491","804872:162"
"3492","807223:131"
"3493","807294:80"
"3494","810916:64"
"3495","810916:93"
"3496","810916:116"
"3497","810959:73"
"3498","811161:198"
"3499","812609:60"
"3500","812609:61"
"3501","812609:66"
"3502","812990:163"
"3503","812990:164"
"3504","815128:170"
"3505","816800:129"
"3506","817394:35"
"3507","817394:83"
"3508","817596:134"
"3509","817596:150"
"3510","818154:95"
"3511","818578:146"
"3512","818578:234"
"3513","818915:50"
"3514","825612:23"
"3515","826388:90"
"3516","826388:123"
"3517","826514:30"
"3518","827187:148"
"3519","827265:64"
"3520","827265:83"
"3521","834722:15"
"3522","834722:69"
"3523","837177:94"
"3524","837213:159"
"3525","838159:29"
"3526","838159:43"
"3527","838351:140"
"3528","838497:15"
"3529","838497:41"
"3530","848840:10"
"3531","849849:138"
"3532","856489:232"
"3533","856551:42"
"3534","859551:107"
"3535","860708:142"
"3536","861439:173"
"3537","861886:45"
"3538","862622:58"
"3539","862622:131"
"3540","862903:177"
"3541","862968:89"
"3542","864637:110"
"3543","865291:41"
"3544","865967:42"
"3545","865967:148"
"3546","869816:77"
"3547","869816:86"
"3548","870579:106"
"3549","870644:39"
"3550","872039:26"
"3551","872039:150"
"3552","872039:159"
"3553","873280:70"
"3554","874539:9"
"3555","875249:116"
"3556","882808:188"
"3557","882957:72"
"3558","882984:10"
"3559","899319:175"
"3560","900750:38"
"3561","905901:194"
"3562","905901:196"
"3563","909327:12"
"3564","909327:111"
"3565","909327:186"
"3566","909327:222"
"3567","911310:85"
"3568","913418:6"
"3569","913418:20"
"3570","913418:58"
"3571","913418:88"
"3572","915833:73"
"3573","915833:127"
"3574","915833:155"
"3575","916399:105"
"3576","917062:306"
"3577","925460:89"
"3578","927805:146"
"3579","930128:50"
"3580","930128:133"
"3581","930678:162"
"3582","933719:113"
"3583","938917:5"
"3584","938955:92"
"3585","939559:153"
"3586","939961:21"
"3587","940002:161"
"3588","940008:35"
"3589","940486:94"
"3590","947671:84"
"3591","947671:121"
"3592","947750:139"
"3593","948530:152"
"3594","948543:159"
"3595","948585:34"
"3596","948614:171"
"3597","949138:30"
"3598","950227:15"
"3599","950227:126"
"3600","950576:97"
"3601","950576:213"
"3602","952484:96"
"3603","952537:184"
"3604","952690:69"
"3605","953224:73"
"3606","954132:69"
"3607","954132:71"
"3608","954487:83"
"3609","954487:125"
"3610","954487:149"
"3611","964890:42"
"3612","975290:34"
"3613","975290:195"
"3614","975382:190"
"3615","975757:142"
"3616","976548:156"
"3617","976650:86"
"3618","976650:150"
"3619","976650:155"
"3620","976650:165"
"3621","976819:19"
"3622","976819:51"
"3623","976920:171"
"3624","977691:40"
"3625","980615:113"
"3626","982491:63"
"3627","984394:43"
"3628","984394:47"
"3629","984399:135"
"3630","984438:82"
"3631","984471:148"
"3632","984834:67"
"3633","986116:172"
"3634","986287:80"
"3635","986473:131"
"3636","986491:37"
"3637","986500:106"
"3638","986500:149"
"3639","989411:21"
"3640","989450:5"
"3641","990918:74"
"3642","993567:179"
"3643","996719:75"
"3644","996853:92"
"3645","996853:134"
"3646","996853:152"
"3647","996853:160"
"3648","996853:164"
"3649","996853:215"
"3650","996853:222"
"3651","996853:223"
"3652","996853:224"
"3653","996853:229"
"3654","997527:36"
"3655","997527:50"
"3656","997527:170"
"3657","997527:176"
"3658","997697:21"
"3659","998105:96"
"3660","1000123:72"
"3661","1000123:115"
"3662","1000163:70"
"3663","1000163:71"
"3664","1000163:128"
"3665","1001029:55"
"3666","1001029:75"
"3667","1005629:191"
"3668","1005833:6"
"3669","1006480:159"
"3670","1006721:93"
"3671","1008018:106"
"3672","1008164:37"
"3673","1008207:72"
"3674","1008207:76"
"3675","1008207:77"
"3676","1008330:121"
"3677","1008338:107"
"3678","1008338:199"
"3679","1008493:96"
"3680","1008493:97"
"3681","1009382:182"
"3682","1010354:51"
"3683","1010354:69"
"3684","1010354:168"
"3685","1010354:169"
"3686","1012728:88"
"3687","1013499:176"
"3688","1020725:98"
"3689","1020725:99"
"3690","1021169:74"
"3691","1021826:26"
"3692","1021886:96"
"3693","1022495:69"
"3694","1022708:34"
"3695","1022708:165"
"3696","1022938:115"
"3697","1023291:103"
"3698","1023480:51"
"3699","1023480:114"
"3700","1025718:49"
"3701","1025718:54"
"3702","1025718:94"
"3703","1030048:140"
"3704","1032703:81"
"3705","1032703:98"
"3706","1032703:160"
"3707","1032851:7"
"3708","1032851:199"
"3709","1032851:207"
"3710","1033116:105"
"3711","1033253:173"
"3712","1037990:124"
"3713","1042347:150"
"3714","1049541:111"
"3715","1049625:13"
"3716","1049632:154"
"3717","1049768:17"
"3718","1049768:138"
"3719","1049770:179"
"3720","1049932:26"
"3721","1049932:129"
"3722","1049940:164"
"3723","1049954:160"
"3724","1050400:59"
"3725","1050400:66"
"3726","1050400:96"
"3727","1050436:117"
"3728","1050436:120"
"3729","1050969:75"
"3730","1050969:101"
"3731","1050969:146"
"3732","1054169:21"
"3733","1054953:210"
"3734","1056604:40"
"3735","1056604:102"
"3736","1056726:36"
"3737","1057040:163"
"3738","1058106:84"
"3739","1058484:184"
"3740","1059064:96"
"3741","1059064:179"
"3742","1065279:160"
"3743","1085773:183"
"3744","1085773:187"
"3745","1115104:62"
"3746","1115963:161"
"3747","1115963:162"
"3748","1115963:219"
"3749","1115963:230"
"3750","1116788:13"
"3751","1116788:86"
"3752","1144800:86"
"3753","1145998:5"
"3754","1146308:156"
"3755","1155500:156"
"3756","1156237:72"
"3757","1156799:182"
"3758","1157144:83"
"3759","1157144:156"
"3760","1157144:157"
"3761","1157193:160"
"3762","1159054:39"
"3763","1159054:177"
