"","x"
"2905","59304:164"
"2906","59304:240"
"2907","59342:172"
"2908","59350:164"
"2909","59350:202"
"2910","59403:154"
"2911","59403:155"
"2912","59413:24"
"2913","59461:45"
"2914","59596:170"
"2915","59596:195"
"2916","59625:136"
"2917","59625:147"
"2918","59625:161"
"2919","59625:169"
"2920","59625:173"
"2921","59625:187"
"2922","59659:138"
"2923","59662:100"
"2924","59662:188"
"2925","59751:34"
"2926","59751:44"
"2927","59751:144"
"2928","59757:189"
"2929","59808:218"
"2930","59829:113"
"2931","59842:100"
"2932","59842:116"
"2933","59842:142"
"2934","59842:145"
"2935","59846:176"
"2936","59905:100"
"2937","59923:220"
"2938","59993:11"
"2939","59993:29"
"2940","60006:119"
"2941","60090:85"
"2942","60095:9"
"2943","60095:23"
"2944","60095:165"
"2945","60114:141"
"2946","60159:75"
"2947","60191:35"
"2948","60206:72"
"2949","60206:115"
"2950","60206:117"
"2951","60218:118"
"2952","60365:33"
"2953","60474:20"
"2954","60474:34"
"2955","60485:8"
"2956","60485:85"
"2957","60485:87"
"2958","60485:99"
"2959","60485:224"
"2960","60558:33"
"2961","60604:77"
"2962","60659:89"
"2963","60739:32"
"2964","60799:214"
"2965","60801:83"
"2966","60809:214"
"2967","60819:139"
"2968","60898:135"
"2969","60898:136"
"2970","60912:135"
"2971","60971:85"
"2972","60973:153"
"2973","60978:16"
"2974","60978:57"
"2975","60978:71"
"2976","60978:75"
"2977","60978:81"
"2978","60978:105"
"2979","61022:15"
"2980","61022:77"
"2981","61022:121"
"2982","61022:128"
"2983","61022:129"
"2984","61022:135"
"2985","61022:169"
"2986","61022:213"
"2987","61022:220"
"2988","61031:175"
"2989","61031:193"
"2990","61031:206"
"2991","61100:104"
"2992","61254:179"
"2993","61273:205"
"2994","61278:156"
"2995","61298:118"
"2996","61299:79"
"2997","61299:118"
"2998","61299:134"
"2999","61316:216"
"3000","61344:108"
"3001","61358:45"
"3002","61358:117"
"3003","61462:169"
"3004","61469:38"
"3005","61469:45"
"3006","61525:33"
"3007","61525:59"
"3008","61535:11"
"3009","61538:168"
"3010","61585:58"
"3011","61660:83"
"3012","61770:184"
"3013","61780:7"
"3014","61780:203"
"3015","61887:95"
"3016","61887:96"
"3017","61887:130"
"3018","62089:33"
"3019","62115:56"
"3020","62115:78"
"3021","62115:133"
"3022","62137:163"
"3023","62148:9"
"3024","62148:11"
"3025","62148:48"
"3026","62148:99"
"3027","62148:140"
"3028","62180:30"
"3029","62186:73"
"3030","62232:156"
"3031","62296:157"
"3032","62335:120"
"3033","62335:141"
"3034","62335:170"
"3035","62373:39"
"3036","62418:91"
"3037","62418:126"
"3038","62418:129"
"3039","62553:182"
"3040","62553:184"
"3041","62553:200"
"3042","62607:156"
"3043","62759:94"
"3044","62779:152"
"3045","62780:194"
"3046","62785:130"
"3047","62789:13"
"3048","62792:156"
"3049","62792:228"
"3050","62800:205"
"3051","62847:124"
"3052","62847:160"
"3053","62847:169"
"3054","62863:63"
"3055","62898:61"
"3056","62946:24"
"3057","62946:80"
"3058","62946:112"
"3059","62962:82"
"3060","62962:182"
"3061","62962:185"
"3062","63055:22"
"3063","63086:43"
"3064","63098:259"
"3065","63125:33"
"3066","63134:28"
"3067","63134:52"
"3068","63134:54"
"3069","63134:204"
"3070","63141:52"
"3071","63141:62"
"3072","63141:196"
"3073","63141:197"
"3074","63141:198"
"3075","63141:204"
"3076","63225:63"
"3077","63225:86"
"3078","63225:210"
"3079","63244:7"
"3080","63244:13"
"3081","63244:22"
"3082","63244:25"
"3083","63244:43"
"3084","63244:142"
"3085","63244:177"
"3086","63253:27"
"3087","63253:233"
"3088","63304:52"
"3089","63304:118"
"3090","63304:238"
"3091","63320:172"
"3092","63331:91"
"3093","63332:140"
"3094","63332:145"
"3095","63332:151"
"3096","63357:112"
"3097","63390:36"
"3098","63390:161"
"3099","63425:258"
"3100","63464:142"
"3101","63473:112"
"3102","63473:156"
"3103","63476:105"
"3104","63476:106"
"3105","63476:153"
"3106","63476:171"
"3107","63492:119"
"3108","63518:28"
"3109","63635:162"
"3110","63635:202"
"3111","63636:46"
"3112","63691:22"
"3113","63691:27"
"3114","63691:130"
"3115","63739:263"
"3116","63807:93"
"3117","63807:101"
"3118","63831:176"
"3119","63831:179"
"3120","63831:180"
"3121","63847:9"
"3122","63864:14"
"3123","63909:152"
"3124","63936:96"
"3125","63936:120"
"3126","64011:73"
"3127","64020:110"
"3128","64034:71"
"3129","64034:111"
"3130","64062:85"
"3131","64146:91"
"3132","64166:76"
"3133","64194:194"
"3134","64202:233"
"3135","64283:71"
"3136","64283:142"
"3137","64347:28"
"3138","64397:221"
"3139","64441:113"
"3140","64559:8"
"3141","64616:239"
"3142","64639:33"
"3143","64639:54"
"3144","64691:52"
"3145","64691:176"
"3146","64693:41"
"3147","64693:145"
"3148","64706:21"
"3149","64707:150"
"3150","64756:261"
"3151","64821:100"
"3152","64821:119"
"3153","64821:139"
"3154","64821:160"
"3155","64848:115"
"3156","64874:37"
"3157","64874:111"
"3158","64874:138"
"3159","64874:146"
"3160","64874:176"
"3161","64874:180"
"3162","64899:143"
"3163","64906:60"
"3164","64915:24"
"3165","64915:153"
"3166","64915:161"
"3167","64915:165"
"3168","64915:166"
"3169","64915:169"
"3170","64915:170"
"3171","64915:172"
"3172","64915:173"
"3173","64915:179"
"3174","64952:64"
"3175","65055:129"
"3176","65097:140"
"3177","65166:85"
"3178","65166:99"
"3179","65166:200"
"3180","65203:59"
"3181","65203:128"
"3182","65203:131"
"3183","65205:147"
"3184","65269:160"
"3185","65346:58"
"3186","65346:164"
"3187","65346:201"
"3188","65419:107"
"3189","65419:111"
"3190","65428:153"
"3191","65428:215"
"3192","65462:20"
"3193","65462:43"
"3194","65463:59"
"3195","65504:197"
"3196","65513:29"
"3197","65522:63"
"3198","65550:106"
"3199","65681:65"
"3200","65681:68"
"3201","65711:75"
"3202","65711:138"
"3203","65825:69"
"3204","65881:175"
"3205","65930:29"
"3206","65932:130"
"3207","65932:159"
"3208","65933:25"
"3209","65933:26"
"3210","65933:89"
"3211","65933:94"
"3212","65933:146"
"3213","65933:152"
"3214","65933:164"
"3215","65933:165"
"3216","65933:182"
"3217","65933:203"
"3218","65933:216"
"3219","65933:218"
"3220","65993:20"
"3221","65993:24"
"3222","65995:152"
"3223","65995:193"
"3224","66061:18"
"3225","66088:149"
"3226","66088:179"
"3227","66088:182"
"3228","66143:44"
"3229","66143:150"
"3230","66250:62"
"3231","66250:152"
"3232","66270:153"
"3233","66285:90"
"3234","66285:143"
"3235","66297:179"
"3236","66312:24"
"3237","66312:55"
"3238","66328:140"
"3239","66346:205"
"3240","66658:242"
"3241","66756:134"
"3242","66761:26"
"3243","66761:96"
"3244","66761:97"
"3245","66761:189"
"3246","66761:191"
"3247","66784:25"
"3248","66784:29"
"3249","66784:43"
"3250","66784:74"
"3251","66784:80"
"3252","66863:140"
"3253","66990:133"
"3254","67006:62"
"3255","67006:83"
"3256","67084:167"
"3257","67165:257"
"3258","67194:47"
"3259","67224:169"
"3260","67273:91"
"3261","67297:113"
"3262","67382:34"
"3263","67386:153"
"3264","67441:52"
"3265","67441:63"
"3266","67441:172"
"3267","67461:20"
"3268","67468:87"
"3269","67473:232"
"3270","67636:172"
"3271","67696:64"
"3272","67775:22"
"3273","67775:139"
"3274","67775:173"
"3275","67819:113"
"3276","67819:132"
"3277","67819:169"
"3278","67946:112"
"3279","68040:154"
"3280","68047:122"
"3281","68110:91"
"3282","68110:97"
"3283","68110:121"
"3284","68110:139"
"3285","68272:37"
"3286","68272:50"
"3287","68272:56"
"3288","68325:253"
"3289","68329:123"
"3290","68329:148"
"3291","68329:190"
"3292","68332:181"
"3293","68352:154"
"3294","68353:50"
"3295","68425:75"
"3296","68425:86"
"3297","68430:85"
"3298","68430:95"
"3299","68470:25"
"3300","68507:92"
"3301","68507:131"
"3302","68511:135"
"3303","68511:172"
"3304","68532:72"
"3305","68532:83"
"3306","68533:191"
"3307","68538:11"
"3308","68538:183"
"3309","68662:207"
"3310","68664:85"
"3311","68671:145"
"3312","68671:163"
"3313","68682:7"
"3314","68682:67"
"3315","68791:47"
"3316","68863:193"
"3317","68966:200"
"3318","68996:93"
"3319","68996:130"
"3320","69055:208"
"3321","69055:242"
"3322","69062:209"
"3323","69062:224"
"3324","69160:61"
"3325","69186:41"
"3326","69213:83"
"3327","69297:150"
"3328","69487:194"
"3329","69491:40"
"3330","69519:44"
"3331","69526:62"
"3332","69538:215"
"3333","69550:6"
"3334","69622:103"
"3335","69622:135"
"3336","69622:158"
"3337","69622:176"
"3338","69677:101"
"3339","69677:132"
"3340","69710:270"
"3341","69710:277"
"3342","69710:337"
"3343","69710:339"
"3344","69720:205"
"3345","69911:186"
"3346","69911:190"
"3347","69917:194"
"3348","69951:15"
"3349","69951:30"
"3350","69951:41"
"3351","69978:159"
"3352","69984:40"
"3353","69990:150"
"3354","70049:83"
"3355","70049:90"
"3356","70049:116"
"3357","70049:195"
"3358","70101:182"
"3359","70138:107"
"3360","70142:140"
"3361","70142:182"
"3362","70152:182"
"3363","70152:184"
"3364","70183:54"
"3365","70183:99"
"3366","70202:112"
"3367","70202:114"
"3368","70202:143"
"3369","70202:147"
"3370","70202:191"
"3371","70202:202"
"3372","70202:206"
"3373","70202:208"
"3374","70281:129"
"3375","70316:191"
"3376","70342:217"
"3377","70421:119"
"3378","70421:191"
"3379","70421:193"
"3380","70579:9"
"3381","70582:91"
"3382","70647:33"
"3383","70745:15"
"3384","70745:111"
"3385","70894:23"
"3386","70894:70"
"3387","70894:84"
"3388","70894:151"
"3389","70990:249"
"3390","71034:245"
"3391","71079:247"
"3392","71105:80"
"3393","71105:188"
"3394","71130:53"
"3395","71130:131"
"3396","71147:87"
"3397","71147:187"
"3398","71174:49"
"3399","71237:180"
"3400","71416:61"
"3401","71528:67"
"3402","71528:137"
"3403","71580:125"
"3404","71635:146"
"3405","71644:6"
"3406","71644:227"
"3407","71677:143"
"3408","71712:132"
"3409","71712:202"
"3410","71716:122"
"3411","71766:116"
"3412","71778:28"
"3413","71847:148"
"3414","71911:16"
"3415","71946:201"
"3416","71962:50"
"3417","72013:53"
"3418","72013:91"
"3419","72074:68"
"3420","72116:155"
"3421","72162:30"
"3422","72162:186"
"3423","72165:31"
"3424","72165:44"
"3425","72165:133"
"3426","72165:160"
"3427","72183:34"
"3428","72471:117"
"3429","72471:145"
"3430","72636:75"
"3431","72714:176"
"3432","72894:67"
"3433","72894:151"
"3434","72973:245"
"3435","73002:129"
"3436","73002:165"
"3437","73006:234"
"3438","73014:72"
"3439","73069:93"
"3440","73118:242"
"3441","73181:33"
"3442","73181:129"
"3443","73295:37"
"3444","73295:64"
"3445","73548:108"
"3446","73680:102"
"3447","73848:121"
"3448","73848:155"
"3449","73848:156"
"3450","73848:172"
"3451","73905:210"
"3452","73967:56"
"3453","74063:191"
"3454","74094:5"
"3455","74094:6"
"3456","74094:9"
"3457","74094:119"
"3458","74094:166"
"3459","74094:170"
"3460","74127:47"
"3461","74127:151"
"3462","74127:162"
"3463","74127:184"
"3464","74180:120"
"3465","74311:165"
"3466","74331:101"
"3467","74334:36"
"3468","74334:71"
"3469","74375:151"
"3470","74375:177"
"3471","74471:194"
"3472","74495:207"
"3473","74498:66"
"3474","74498:84"
"3475","74525:82"
"3476","74544:164"
"3477","74544:176"
"3478","74570:126"
"3479","74570:139"
"3480","74666:163"
"3481","74688:213"
"3482","74747:23"
"3483","74747:106"
"3484","75219:186"
"3485","75246:162"
"3486","75297:65"
"3487","75485:168"
"3488","75485:246"
"3489","75533:191"
"3490","75554:114"
"3491","75863:190"
"3492","75876:23"
"3493","75908:157"
"3494","75908:165"
"3495","75929:88"
"3496","75967:153"
"3497","76030:259"
"3498","76126:19"
"3499","76126:148"
"3500","76126:174"
"3501","76358:19"
"3502","76358:44"
"3503","76358:128"
"3504","76528:228"
"3505","76732:155"
"3506","76756:25"
"3507","76896:146"
"3508","76896:195"
"3509","77033:179"
"3510","77043:122"
"3511","77152:130"
"3512","77298:21"
"3513","77298:75"
"3514","77298:106"
"3515","77298:152"
"3516","77298:183"
"3517","77408:210"
"3518","77412:6"
"3519","77412:29"
"3520","77412:81"
"3521","77439:164"
"3522","77449:43"
"3523","77491:58"
"3524","77494:171"
"3525","77638:137"
"3526","77638:164"
"3527","77638:189"
"3528","77638:206"
"3529","77685:139"
"3530","77685:153"
"3531","77757:88"
"3532","77840:59"
"3533","77840:199"
"3534","77840:204"
"3535","77987:104"
"3536","78289:220"
"3537","78497:100"
"3538","78551:208"
"3539","78639:181"
"3540","78839:172"
"3541","78839:182"
"3542","78944:72"
"3543","78944:93"
"3544","78951:64"
"3545","79058:65"
"3546","79058:98"
"3547","79058:184"
"3548","79058:210"
"3549","79058:237"
"3550","79102:128"
"3551","79247:66"
"3552","79316:238"
"3553","79327:21"
"3554","79458:199"
"3555","79458:200"
"3556","79502:219"
"3557","79610:161"
"3558","79616:236"
"3559","79651:140"
"3560","79749:44"
"3561","79798:65"
"3562","79809:72"
"3563","79897:119"
"3564","80159:168"
"3565","80226:27"
"3566","80226:85"
"3567","80226:86"
"3568","80481:36"
"3569","80579:137"
"3570","80579:144"
"3571","80608:46"
"3572","80648:45"
"3573","80648:107"
"3574","80648:149"
"3575","80648:160"
"3576","80648:162"
"3577","80648:177"
"3578","80648:201"
"3579","80648:203"
"3580","80648:210"
"3581","80648:211"
"3582","80675:185"
"3583","81108:21"
"3584","81108:161"
"3585","81174:64"
"3586","81283:52"
"3587","81283:155"
"3588","81335:67"
"3589","81335:101"
"3590","81347:109"
"3591","81362:121"
"3592","81362:154"
"3593","81424:115"
"3594","81577:82"
"3595","81605:114"
"3596","81635:168"
"3597","81800:102"
"3598","81822:27"
"3599","81822:81"
"3600","82017:208"
"3601","82097:95"
"3602","82097:158"
"3603","82105:197"
"3604","82164:164"
"3605","82167:143"
"3606","82179:39"
"3607","82243:16"
"3608","82253:246"
"3609","82364:203"
"3610","82364:209"
"3611","82608:63"
"3612","82608:171"
"3613","82613:198"
"3614","82682:31"
"3615","82682:101"
"3616","82682:150"
"3617","82797:154"
"3618","82837:92"
"3619","82837:150"
"3620","82837:157"
"3621","82837:172"
"3622","82915:115"
"3623","82999:101"
"3624","82999:183"
"3625","83084:151"
"3626","83084:203"
"3627","83153:61"
"3628","83306:120"
"3629","83330:5"
"3630","83330:31"
"3631","85441:126"
"3632","86071:141"
"3633","87677:161"
"3634","88484:25"
"3635","88484:112"
"3636","89285:85"
"3637","89285:135"
"3638","90149:161"
"3639","90774:15"
"3640","90774:38"
"3641","90774:52"
"3642","90774:134"
"3643","90774:138"
"3644","90789:155"
"3645","91147:50"
"3646","91147:91"
"3647","91147:153"
"3648","91581:37"
"3649","91943:176"
"3650","92596:8"
"3651","92596:20"
"3652","94283:52"
"3653","94283:100"
"3654","94283:123"
"3655","94283:159"
"3656","94283:185"
"3657","95267:71"
"3658","95267:204"
"3659","95267:218"
"3660","96055:55"
"3661","96123:7"
"3662","96123:34"
"3663","96123:138"
"3664","96123:172"
"3665","96326:19"
"3666","96522:98"
"3667","96930:31"
"3668","96991:21"
"3669","97413:106"
"3670","98664:73"
"3671","98664:79"
"3672","98664:99"
"3673","98664:130"
"3674","98664:137"
"3675","98847:244"
"3676","98855:195"
"3677","99065:49"
"3678","99120:223"
"3679","99895:93"
"3680","100627:16"
"3681","107411:196"
"3682","107411:223"
"3683","118814:117"
"3684","118814:139"
"3685","118952:112"
"3686","129199:126"
"3687","129199:140"
"3688","129199:141"
"3689","129199:168"
"3690","129199:181"
"3691","129199:221"
"3692","142266:87"
"3693","142266:105"
"3694","142646:14"
"3695","142646:94"
"3696","143934:18"
"3697","143934:30"
"3698","148889:36"
"3699","153740:38"
"3700","218596:137"
"3701","218596:148"
"3702","222089:166"
"3703","225900:11"
"3704","225900:105"
"3705","225900:154"
"3706","242522:167"
"3707","250088:80"
"3708","278932:10"
"3709","287023:56"
"3710","287023:80"
"3711","287023:83"
"3712","287023:97"
"3713","292594:178"
"3714","302871:305"
"3715","317304:64"
"3716","318806:115"
"3717","318806:119"
"3718","318806:132"
"3719","329888:423"
"3720","334672:15"
"3721","334672:47"
"3722","334672:153"
"3723","345673:37"
"3724","349357:154"
"3725","349952:56"
"3726","349952:109"
"3727","350112:129"
"3728","350112:196"
"3729","352447:55"
"3730","352447:103"
"3731","353172:9"
"3732","354171:18"
"3733","354171:80"
"3734","354812:28"
"3735","354894:150"
"3736","356488:58"
"3737","356488:89"
"3738","356507:133"
"3739","356972:159"
"3740","357181:109"
"3741","357181:111"
"3742","357232:12"
"3743","359918:39"
"3744","365224:61"
"3745","365224:119"
"3746","365224:138"
"3747","375359:125"
"3748","390668:103"
"3749","390857:95"
"3750","406558:32"
"3751","406558:119"
"3752","406558:158"
"3753","408375:177"
"3754","408375:198"
"3755","408375:211"
"3756","410515:24"
"3757","410943:142"
"3758","421166:85"
"3759","423897:76"
"3760","428359:136"
"3761","428368:34"
"3762","428368:158"
"3763","436533:13"
"3764","439909:50"
"3765","453927:158"
"3766","463041:183"
"3767","465884:99"
"3768","465884:153"
"3769","473374:9"
"3770","485008:120"
"3771","496136:134"
"3772","501035:49"
"3773","501035:100"
"3774","509227:101"
"3775","509400:43"
"3776","509400:118"
"3777","509400:119"
"3778","510182:112"
"3779","510182:173"
"3780","516959:188"
"3781","516959:191"
"3782","526880:110"
"3783","526880:157"
"3784","526880:158"
"3785","528990:221"
"3786","529116:47"
"3787","529167:108"
"3788","529167:173"
"3789","536267:63"
"3790","536974:10"
"3791","545196:64"
"3792","545196:89"
"3793","545196:98"
"3794","545196:110"
"3795","564490:7"
"3796","564490:95"
"3797","565196:143"
"3798","587611:67"
"3799","595901:107"
"3800","598534:22"
"3801","598916:33"
"3802","598916:97"
"3803","598916:200"
"3804","599504:101"
"3805","599504:200"
"3806","600274:117"
"3807","600284:94"
"3808","600437:35"
"3809","600437:104"
"3810","600437:125"
"3811","600736:21"
"3812","601219:24"
"3813","601219:67"
"3814","601219:88"
"3815","601659:36"
"3816","601659:37"
"3817","601659:139"
"3818","603770:89"
"3819","604120:137"
"3820","604170:79"
"3821","604170:105"
"3822","604284:59"
"3823","604284:73"
"3824","604915:103"
"3825","605043:45"
"3826","605043:64"
"3827","605043:180"
"3828","605081:53"
"3829","605081:74"
"3830","605176:90"
"3831","605997:147"
"3832","611177:22"
"3833","611759:108"
"3834","611859:146"
"3835","615531:152"
"3836","616854:158"
"3837","616854:163"
"3838","617196:86"
"3839","618600:84"
"3840","618600:105"
"3841","622097:167"
"3842","623176:29"
"3843","623176:153"
"3844","623987:37"
"3845","623987:38"
"3846","623987:105"
"3847","625119:78"
"3848","625119:118"
"3849","625119:130"
"3850","625144:155"
"3851","627035:39"
"3852","630956:111"
"3853","631177:88"
"3854","631775:112"
"3855","632119:27"
"3856","632209:156"
"3857","634942:154"
"3858","635869:97"
"3859","635869:156"
"3860","636868:58"
"3861","636868:87"
"3862","636868:99"
"3863","637030:32"
"3864","637030:91"
"3865","638636:91"
"3866","638894:66"
"3867","638894:145"
"3868","642238:67"
"3869","651809:32"
"3870","652174:156"
"3871","652174:167"
"3872","654141:10"
"3873","654562:207"
"3874","659070:36"
"3875","664492:112"
"3876","664492:165"
"3877","670444:214"
"3878","672808:54"
"3879","672808:118"
"3880","672808:141"
"3881","672808:142"
"3882","674379:94"
"3883","674645:185"
"3884","674717:127"
"3885","674978:98"
"3886","675800:109"
"3887","679022:10"
"3888","684825:131"
"3889","687131:66"
"3890","693077:64"
"3891","693238:60"
"3892","693238:67"
"3893","693238:68"
"3894","693238:95"
"3895","693832:33"
"3896","695497:163"
"3897","695497:166"
"3898","695781:21"
"3899","696031:154"
"3900","700020:14"
"3901","700020:27"
"3902","700159:72"
"3903","715142:56"
"3904","715142:104"
"3905","715158:140"
"3906","715441:88"
"3907","715441:145"
"3908","715559:116"
"3909","715559:160"
"3910","715559:199"
"3911","715559:216"
"3912","715559:247"
"3913","715605:11"
"3914","715605:109"
"3915","715605:151"
"3916","715775:151"
"3917","715800:111"
"3918","715801:129"
"3919","715804:124"
"3920","715804:152"
"3921","715853:190"
"3922","716309:86"
"3923","716421:7"
"3924","716421:8"
"3925","716421:21"
"3926","716421:36"
"3927","716421:43"
"3928","716954:104"
"3929","718549:114"
"3930","720825:41"
"3931","720825:93"
"3932","720825:94"
"3933","721797:77"
"3934","722098:55"
"3935","722098:74"
"3936","722098:76"
"3937","722435:119"
"3938","723960:17"
"3939","723960:126"
"3940","724394:45"
"3941","724793:20"
"3942","728772:147"
"3943","729095:85"
"3944","731084:194"
"3945","734532:38"
"3946","734532:87"
"3947","734532:167"
"3948","734532:174"
"3949","737883:31"
"3950","737883:215"
"3951","738063:66"
"3952","738768:180"
"3953","738842:79"
"3954","738944:94"
"3955","741134:75"
"3956","741134:82"
"3957","741134:139"
"3958","742031:103"
"3959","752469:54"
"3960","752469:76"
"3961","762050:46"
"3962","763390:174"
"3963","763587:139"
"3964","764822:122"
"3965","765169:93"
"3966","766572:117"
"3967","769482:59"
"3968","769550:46"
"3969","770409:38"
"3970","770409:90"
"3971","771039:87"
"3972","771140:146"
"3973","771383:157"
"3974","775735:35"
"3975","778065:147"
"3976","778065:182"
"3977","778284:71"
"3978","778649:181"
"3979","778656:5"
"3980","778735:83"
"3981","785183:109"
"3982","785183:190"
"3983","787478:145"
"3984","787478:201"
"3985","787503:154"
"3986","788004:104"
"3987","788237:19"
"3988","788237:73"
"3989","788237:145"
"3990","789491:81"
"3991","790234:98"
"3992","790340:184"
"3993","790340:253"
"3994","790346:7"
"3995","790668:16"
"3996","790707:25"
"3997","790707:39"
"3998","790707:96"
"3999","790707:127"
"4000","791059:153"
"4001","791135:9"
"4002","791373:74"
"4003","791446:123"
"4004","791478:104"
"4005","791478:109"
"4006","791603:32"
"4007","791676:42"
"4008","791676:79"
"4009","791676:126"
"4010","791704:164"
"4011","791704:188"
"4012","791727:20"
"4013","791727:117"
"4014","791734:29"
"4015","791753:63"
"4016","791753:69"
"4017","791753:110"
"4018","791763:181"
"4019","791806:160"
"4020","792513:146"
"4021","793127:154"
"4022","793232:15"
"4023","793232:38"
"4024","793232:106"
"4025","794760:162"
"4026","795047:23"
"4027","795047:46"
"4028","795047:135"
"4029","795064:157"
"4030","795341:129"
"4031","795341:138"
"4032","795386:117"
"4033","795493:56"
"4034","795493:163"
"4035","796139:121"
"4036","796139:186"
"4037","796582:94"
"4038","796582:187"
"4039","796643:38"
"4040","796658:27"
"4041","797418:61"
"4042","797979:146"
"4043","797979:156"
"4044","801970:17"
"4045","804872:162"
"4046","806535:6"
"4047","807223:39"
"4048","807223:131"
"4049","810916:64"
"4050","810916:93"
"4051","810916:116"
"4052","810959:70"
"4053","810959:73"
"4054","811161:198"
"4055","812340:122"
"4056","812609:47"
"4057","812609:60"
"4058","812609:61"
"4059","812609:66"
"4060","812609:165"
"4061","812682:12"
"4062","812718:77"
"4063","812757:22"
"4064","812760:76"
"4065","812834:32"
"4066","812990:163"
"4067","812990:164"
"4068","814996:145"
"4069","815378:19"
"4070","816800:129"
"4071","817299:134"
"4072","817394:34"
"4073","817394:35"
"4074","817394:83"
"4075","817596:134"
"4076","817596:150"
"4077","818049:73"
"4078","818154:95"
"4079","818578:146"
"4080","818915:50"
"4081","818946:33"
"4082","818989:13"
"4083","825612:23"
"4084","826388:90"
"4085","826388:123"
"4086","826514:30"
"4087","827187:148"
"4088","827265:64"
"4089","827265:83"
"4090","834722:15"
"4091","834722:69"
"4092","836624:66"
"4093","837213:159"
"4094","838159:29"
"4095","838159:43"
"4096","838351:140"
"4097","838497:7"
"4098","838497:15"
"4099","838497:41"
"4100","846179:5"
"4101","848840:10"
"4102","849849:138"
"4103","856468:99"
"4104","856480:79"
"4105","856489:232"
"4106","856551:42"
"4107","857064:65"
"4108","858689:91"
"4109","859492:81"
"4110","859551:62"
"4111","859551:107"
"4112","860987:15"
"4113","861439:173"
"4114","861886:45"
"4115","862310:89"
"4116","862622:58"
"4117","862622:131"
"4118","862892:24"
"4119","862903:177"
"4120","862968:75"
"4121","862968:89"
"4122","864637:110"
"4123","865291:41"
"4124","869816:35"
"4125","869816:77"
"4126","869816:86"
"4127","870579:106"
"4128","870644:39"
"4129","872039:14"
"4130","872039:26"
"4131","872039:121"
"4132","872039:150"
"4133","872039:159"
"4134","872889:221"
"4135","873280:70"
"4136","875249:55"
"4137","875249:116"
"4138","876152:100"
"4139","880064:142"
"4140","882359:89"
"4141","882808:188"
"4142","882914:57"
"4143","882957:72"
"4144","882984:10"
"4145","883300:145"
"4146","899319:175"
"4147","900750:38"
"4148","903635:112"
"4149","905901:194"
"4150","905901:196"
"4151","907499:97"
"4152","909327:12"
"4153","909327:111"
"4154","909327:186"
"4155","909327:222"
"4156","913418:20"
"4157","913418:58"
"4158","913418:88"
"4159","915833:73"
"4160","915833:127"
"4161","915833:155"
"4162","916399:100"
"4163","916399:105"
"4164","917062:306"
"4165","918255:37"
"4166","925460:89"
"4167","927805:98"
"4168","927805:146"
"4169","930128:50"
"4170","930128:133"
"4171","930678:114"
"4172","930678:162"
"4173","931117:146"
"4174","932929:12"
"4175","933719:113"
"4176","938917:5"
"4177","938955:92"
"4178","939559:96"
"4179","939559:153"
"4180","939961:21"
"4181","940002:161"
"4182","940008:35"
"4183","940486:94"
"4184","942324:28"
"4185","942324:158"
"4186","942481:128"
"4187","943642:34"
"4188","943698:74"
"4189","947671:84"
"4190","947671:121"
"4191","947750:114"
"4192","947750:139"
"4193","947920:165"
"4194","948530:96"
"4195","948530:152"
"4196","948543:159"
"4197","948585:20"
"4198","948585:34"
"4199","948585:133"
"4200","950576:97"
"4201","950576:213"
"4202","951899:46"
"4203","951960:9"
"4204","952054:74"
"4205","952484:96"
"4206","953224:73"
"4207","953366:121"
"4208","953396:82"
"4209","954132:26"
"4210","954132:69"
"4211","954132:71"
"4212","954487:63"
"4213","954487:83"
"4214","954487:125"
"4215","954487:149"
"4216","964890:42"
"4217","973212:53"
"4218","975382:190"
"4219","975757:81"
"4220","975757:142"
"4221","975996:59"
"4222","976548:156"
"4223","976650:21"
"4224","976650:86"
"4225","976650:150"
"4226","976650:155"
"4227","976650:165"
"4228","976819:15"
"4229","976819:19"
"4230","976819:51"
"4231","976903:30"
"4232","976920:171"
"4233","977691:40"
"4234","979675:41"
"4235","980615:113"
"4236","982150:44"
"4237","982489:75"
"4238","982491:63"
"4239","983492:170"
"4240","984394:43"
"4241","984394:47"
"4242","984399:135"
"4243","984438:82"
"4244","984471:136"
"4245","984471:148"
"4246","984834:67"
"4247","986116:172"
"4248","986287:80"
"4249","986290:68"
"4250","986290:176"
"4251","986352:26"
"4252","986473:131"
"4253","986491:37"
"4254","986500:52"
"4255","986500:106"
"4256","986500:149"
"4257","988366:158"
"4258","989450:5"
"4259","990118:120"
"4260","990138:75"
"4261","990138:189"
"4262","990355:77"
"4263","990918:42"
"4264","990918:74"
"4265","990918:155"
"4266","992836:5"
"4267","992918:106"
"4268","993567:179"
"4269","996549:141"
"4270","996853:77"
"4271","996853:92"
"4272","996853:134"
"4273","996853:152"
"4274","996853:160"
"4275","996853:164"
"4276","996853:188"
"4277","996853:215"
"4278","996853:222"
"4279","996853:223"
"4280","996853:224"
"4281","996853:229"
"4282","997527:15"
"4283","997527:36"
"4284","997527:50"
"4285","997527:148"
"4286","997527:170"
"4287","997527:176"
"4288","997697:6"
"4289","997697:21"
"4290","998105:96"
"4291","998202:39"
"4292","998299:129"
"4293","998379:94"
"4294","1000123:72"
"4295","1000123:115"
"4296","1000144:22"
"4297","1000163:71"
"4298","1000163:128"
"4299","1000177:216"
"4300","1001029:55"
"4301","1001029:75"
"4302","1003996:48"
